doi,title,authors,author_corresponding,author_corresponding_institution,date,version,license,category,jatsxml,abstract,published,node,link,pdf,link_page,link_pdf,article,is_open_data,open_data_category,is_open_code,open_data_statements,open_code_statements
10.1101/19003202,Changing trends in proportional incidence and 5-year net survival of screened and nonscreened invasive breast cancers among women in England,"Wu, H.; Wong, K.; Lu, S.-E.; Broggio, J.; Zhang, L.",Lanjing Zhang,Princeton Medical Center/Rutgers University,2019-08-01,1,cc_by_nc_nd,Primary Care Research,https://www.medrxiv.org/content/early/2019/08/01/19003202.source.xml,"BackgroundUptake of breast cancer screening has been decreasing in England since 2007, and may increase proportional incidence of nonscreened cancers. However, recent trends in proportional incidence and net-survivals of screened and nonscreened breast cancers are unclear.

MethodsWe extracted population-based proportional incidence and age-standardized 5-year net-survivals from Public Health England, for English women with invasive breast cancer diagnosed during 1995-2011 (linked to death certificates, followed through 2016). Piecewise log-linear models with change-point/joinpoint were used to estimate temporal trends. We conducted a quasi-experimental study to test the hypothesis that the trend-change year of proportional incidence coincided with that of 5-year net-survival.

ResultsAmong 254,063 women in England with invasive breast cancer diagnosed during 1995-2011, there was downward-to-upward trend-change in proportional incidence of nonscreened breast cancers (annual percent change[APC]=5.6 after 2007 versus APC=-3.5 before 2007, P<0.001) in diagnosis-year 2007, when steeper upward-trend in age-standardized 5-year net survival started (APC=5.7 after 2007/2008 versus APC=0.3 before 2007/2008, P<0.001). Net-survival difference of screened versus nonscreened cancers also significantly narrowed (18% in 2007/2008 versus 5% in 2011). Similar associations were found in all strata of race, cancer stage, grade and histology, except in Black patients or patients with stage I, stage III, or grade I cancer.

ConclusionsThe downward-to-upward trend-change in proportional incidence of nonscreened breast cancers is associated with steeper upward-trend in age-standardized 5-year net survival among English women in recent years. Survival benefits of breast cancer screening appear decreasing in recent years. The data support reduction of breast cancer screening in some patients.",0,218,/content/10.1101/19003202v1?versioned=TRUE,/content/10.1101/19003202v1.full.pdf,https://www.medrxiv.org/content/10.1101/19003202v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19003202v1.full.pdf,_10.1101_19003202.txt,0,NA,0,NA,NA
10.1101/19003335,"Smoking, DNA methylation and lung function: a Mendelian randomization analysis to investigate causal relationships","Jamieson, E.; Korogolou-Linden, R.; Wootton, R.; Guyatt, A.; Battram, T.; Burrows, K.; Gaunt, T.; Tobin, M.; Munafo, M.; Davey Smith, G.; Tilling, K.; Relton, C.; Richardson, T.; Richmond, R.",Rebecca Richmond,University of Bristol,2019-08-02,1,cc_by,Genetic And Genomic Medicine,https://www.medrxiv.org/content/early/2019/08/02/19003335.source.xml,"Whether smoking-associated DNA methylation has a causal effect on lung function has not been thoroughly evaluated. We investigated the causal effects of 474 smoking-associated CpGs on forced expiratory volume in one second (FEV1) in two-sample Mendelian randomization (MR) using methylation quantitative trait loci and genome-wide association data for FEV1. We found evidence of a possible causal effect for DNA methylation on FEV1 at 18 CpGs (p<1.2x10-4). Replication analysis supported a causal effect at three CpGs (cg21201401 (ZGPAT), cg19758448 (PGAP3) and cg12616487 (AHNAK) (p<0.0028). DNA methylation did not clearly mediate the effect of smoking on FEV1, although DNA methylation at some sites may influence lung function via effects on smoking. Using multiple-trait colocalization, we found evidence of shared causal variants between lung function, gene expression and DNA methylation. Findings highlight potential therapeutic targets for improving lung function and possibly smoking cessation, although large, tissue-specific datasets are required to confirm these results.",1,219,/content/10.1101/19003335v1?versioned=TRUE,/content/10.1101/19003335v1.full.pdf,https://www.medrxiv.org/content/10.1101/19003335v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19003335v1.full.pdf,_10.1101_19003335.txt,0,NA,0,NA,NA
10.1101/19003541,"Effectiveness of four oral antifungal drugs (fluconazole, griseofulvin, itraconazole, terbinafine) in current epidemic of altered dermatophytosis in India: A randomized pragmatic trial","Singh, S.; Chandra, U.; Verma, P.; Anchan, V. N.; Tilak, R.",Sanjay Singh,"Institute of Medical Sciences, Banaras Hindu University, Varanasi, India",2019-08-02,1,cc_by_nc_nd,Dermatology,https://www.medrxiv.org/content/early/2019/08/02/19003541.source.xml,"BackgroundDermatophyte infections have undergone unprecedented changes in India in recent past. Clinical trials comparing effectiveness of 4 main oral antifungal drugs are not available. We tested effectiveness of oral fluconazole, griseofulvin, itraconazole and terbinafine in chronic and chronic-relapsing tinea corporis, tinea cruris and tinea faciei.

MethodsTwo hundred microscopy confirmed patients were allocated to 4 groups, fluconazole (5mg/kg/day), griseofulvin (10 mg/kg/day), itraconazole (5mg/kg/day), and terbinafine (7.5mg/kg/day), by concealed block randomization and treated for 8 weeks or cure. Effectiveness was calculated based on intention to treat analysis.

ResultsAt 4 weeks, 4, 1, 2, and 4 patients were cured with fluconazole, griseofulvin, itraconazole and terbinafine, respectively (P=0.417). At 8 weeks, 21 (42%), 7 (14%), 33 (66%) and 14 (28%) patients were cured, respectively (P=0.000); itraconazole was superior to fluconazole, griseofulvin and terbinafine (P[&le;]0.016). Relapse rates after 4 and 8 weeks of cure in different groups were similar. Numbers-needed-to-treat (NNT) (versus griseofulvin), calculated based on cure rates at 8 weeks, for itraconazole, fluconazole, and terbinafine were 2, 4 and 8, respectively.

ConclusionIn view of cure rates and NNT, itraconazole is the most effective drug, followed by fluconazole (daily), terbinafine and then griseofulvin, in chronic and chronic-relapsing dermatophytosis in India.

One Sentence SummaryEffectiveness of all four antifungals has declined, with itraconazole being the most effective currently in dermatophytosis in India.",1,220,/content/10.1101/19003541v1?versioned=TRUE,/content/10.1101/19003541v1.full.pdf,https://www.medrxiv.org/content/10.1101/19003541v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19003541v1.full.pdf,_10.1101_19003541.txt,0,NA,0,NA,NA
10.1101/19003558,A phenome-wide analysis of short- and long-run disease incidence following Recurrent Pregnancy Loss using data from a 39-year period,"Westergaard, D.; Nielsen, A. P.; Mortensen, L. H.; Nielsen, H. S.; Brunak, S.",Søren Brunak,University of Copenhagen,2019-08-02,1,cc_no,Obstetrics And Gynecology,https://www.medrxiv.org/content/early/2019/08/02/19003558.source.xml,"BackgroundPregnancy loss is one of the most frequent pregnancy complications. It is unclear how recurrent pregnancy loss (RPL) impacts disease risk later in life and if later disease risk is different in women with or without a live birth prior to RPL (primary vs. secondary RPL). We sought to investigate if women have an increased risk of disease following RPL, and if there was a difference between primary and secondary RPL.

MethodsUsing population-wide health care registry databases from Denmark we identified a cohort of 1,370,896 women between 12 and 40 years in the period January 1, 1977, to October 5, 2016 who had been pregnant. Each woman was followed on average for 15.8 years. Of these, 10,691 (0.77%) women fulfilled the criteria for RPL (50.0% had primary RPL). Relative Risk Ratios (RR) were calculated in a phenome-wide manner for diagnoses with a cumulative incidence proportion >0.1% in women with RPL. Diagnoses related to assessment and diagnosis of RPL and those appearing later in life were separated using a Mixture Model.

ResultsIn the full cohort of pregnant women, 0.77% (10,691) fulfilled the criteria for RPL (50.0% primary RPL). Compared to women without RPL, primary RPL increased the risk of subsequent cardiovascular disorders, including atherosclerosis (RR=2.45, 1.65-3.51 95% Uncertainty Interval (UI)), cerebral infarction (RR=1.87, 1.43-2.4 95% UI), heart failure (RR=1.97, 1.44-2.63 95% UI), and pulmonary embolism (RR=1.82, 1.32-2.46 95% UI). Women with secondary RPL had an increased risk of obstetric complications, e.g. placenta previa (RR=3.76, 2.9-4.8 95% UI), premature rupture of membrane (RR=2.55, 2.21-2.91 95% UI), intrapartum hemorrhage (RR=2.8, 1.77-4.31 95% UI), gestational hypertension (RR=2.2, 1.67-2.87 95% UI), and puerperal sepsis (RR=2.54, 1.8-3.5 95% UI). We also noticed associations to autoimmune, respiratory, gastro-intestinal and mental disorders in both subtypes.

ConclusionOur findings show that RPL is a risk factor for a spectrum of disorders. This can in part be due to increased screening following RPL, but it also suggests that RPL may directly influence or share etiology with a number of diseases later in life. Research into the pathophysiology of both pregnancy loss and later diseases merits further investigation.",1,221,/content/10.1101/19003558v1?versioned=TRUE,/content/10.1101/19003558v1.full.pdf,https://www.medrxiv.org/content/10.1101/19003558v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19003558v1.full.pdf,_10.1101_19003558.txt,0,NA,0,NA,NA
10.1101/19003665,Eating behavior trajectories in the first ten years of life and their relationship with BMI,"Herle, M.; De Stavola, B.; Huebel, C.; Santos Ferreira, D.; Abdulkadir, M.; Yilmaz, Z.; Loos, R.; Bryant-Waugh, R.; Bulik, C.; Micali, N.",Nadia Micali,University College London,2019-08-02,1,cc_by_nc_nd,Pediatrics,https://www.medrxiv.org/content/early/2019/08/02/19003665.source.xml,"BackgroundChild eating behaviors are highly heterogeneous and their longitudinal impact on childhood weight is unclear. The objective of this study was to characterize eating behaviors during the first ten years of life and evaluate associations with BMI at age 11 years.

MethodData were parental reports of eating behaviors from 15 months to age 10 years (n=12,048) and standardized body mass index (zBMI) at age 11 years (n=4884) from the Avon Longitudinal Study of Parents and Children. Latent class growth analysis was used to derive latent classes of over-, under-, and fussy eating. Linear regression models for zBMI at 11 years on each set of classes were fitted to assess associations with eating behavior trajectories.

ResultsWe identified four classes of overeating; """"low stable"""" (70%), """"low transient"""" (15%), """"late increasing"""" (11%), and """"early increasing"""" (6%). The """"early increasing"""" class was associated with higher zBMI (boys: {beta}=0.83, 95%CI:0.65, 1.02; girls: {beta}=1.1; 0.92, 1.28) compared to """"low stable"""". Six classes were found for undereating; """"low stable"""" (25%), """"low transient"""" (37%), """"low decreasing"""" (21%), """"high transient"""" (11%), """"high decreasing"""" (4%), and """"high stable"""" (2%). The latter was associated with lower zBMI (boys: {beta}=-0.79; -1.15, - 0.42; girls: {beta}=-0.76; -1.06, -0.45). Six classes were found for fussy eating; """"low stable"""" (23%), """"low transient"""" (15%), """"low increasing"""" (28%), """"high decreasing"""" (14%), """"low increasing"""" (13%), """"high stable"""" (8%). The """"high stable"""" class was associated with lower zBMI (boys: {beta} =-0.49; -0.68 -0.30; girls: {beta} =-0.35; -0.52, -0.18).

ConclusionsEarly increasing overeating during childhood is associated with higher zBMI at age 11. High persistent levels of undereating and fussy eating are associated with lower zBMI. Longitudinal trajectories of eating behaviors may help identify children potentially at risk of adverse weight outcomes.",1,222,/content/10.1101/19003665v1?versioned=TRUE,/content/10.1101/19003665v1.full.pdf,https://www.medrxiv.org/content/10.1101/19003665v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19003665v1.full.pdf,_10.1101_19003665.txt,0,NA,0,NA,NA
10.1101/19003798,Characteristics of Patients that Substitute Medical Cannabis for Alcohol,"Hayat, A.; Piper, B. J.",Brian James Piper,Geisinger Commonwealth School of Medicine,2019-08-02,1,cc_by_nc_nd,Pharmacology And Therapeutics,https://www.medrxiv.org/content/early/2019/08/02/19003798.source.xml,"AimsA substitution effect occurs when patients substitute Medical Cannabis (MC) for another drug. Over three-quarters (76.7%) of New England dispensary members reported reducing their use of opioids and two-fifths (42.0%) decreased their use of alcohol after starting MC (Piper et al. 2017). The objective of this exploratory study was to identify any factors which differentiate alcohol substituters from those that do not modify their alcohol use after starting MC (non-substituters).

MethodsAmong dispensary patients (N=1,477), over two-thirds with chronic pain, that completed an online survey, 7.4% indicated that they regularly consumed alcohol. Comparisons were made to identify any demographic or health history characteristics which differentiated alcohol substituters (N=47) from non-substituters (N=65). Respondents selected from among a list of 37 diseases and health conditions (e.g. diabetes, sleep disorders) and the total number was calculated.

ResultsSubstituters and non-substituters were indistinguishable in terms of sex, age, or prior drug history. Substituters were significantly more likely to be employed (68.1%) than non-substituters (51.1%). Substituters also reported having significantly more health conditions and diseases (3.3{+/-}2.0) than non-substituters (2.4{+/-}1.4).

ConclusionsThis small study offers some insights into the profile of patients whose self-reported alcohol intake decreased following initiation of MC. Alcohol substituters had more other health conditions but also were more likely to be employed which may indicate that they fit a social drinker profile. Additional prospective or controlled research into the alcohol substitution effect following MC with a sample with more advanced alcohol misuse may be warranted.

Short summaryA substitution effect with medical cannabis replacing prescription opioids has been reported but less is known for alcohol. This study evaluated characteristics which might differentiate alcohol substituters (N=47) from non-substituters (N=65) among dispensary members. Substituters were significantly more likely to be employed and have more health conditions than non-substituters.",1,224,/content/10.1101/19003798v1?versioned=TRUE,/content/10.1101/19003798v1.full.pdf,https://www.medrxiv.org/content/10.1101/19003798v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19003798v1.full.pdf,_10.1101_19003798.txt,0,NA,0,NA,NA
10.1101/19003749,Role of miRNAs induced by oxidized low-density lipoproteins in coronary artery disease: the REGICOR Study.,"Degano, I. R.; Subirana, I.; Garcia-Mateo, N.; Cidad, P.; Munoz-Aguayo, D.; Puigdecanet, E.; Nonell, L.; Vila, J.; Camps, A.; Crepaldi, F.; De Gonzalo-Calvo, D.; Llorente-Cortes, V.; Perez-Garcia, M. T.; Elosua, R.; Fito, M.; Marrugat, J.",Jaume Marrugat,"Hospital del Mar Medical Research Institute, Barcelona, Spain",2019-08-02,1,cc_no,Cardiovascular Medicine,https://www.medrxiv.org/content/early/2019/08/02/19003749.source.xml,"AimsCurrent risk prediction tools are not accurate enough to identify most individuals at high coronary risk. On the other hand, oxidized low-density lipoproteins (ox-LDLs) and miRNAs are actively involved in atherosclerosis. Our aim was to examine the association of ox-LDL-induced miRNAs with coronary artery disease (CAD), and to assess their predictive capacity of future CAD.

Methods and resultsHuman endothelial and vascular smooth muscle cells were treated with oxidized or native LDLs (nLDL), and their miRNA expression was measured with the miRNA 4.0 array, and analyzed with moderated t-tests. Differently expressed miRNAs and others known to be associated with CAD, were examined in serum samples of 500 acute myocardial infarction (AMI) patients and 500 healthy controls, and baseline serum of 117 incident CAD cases and c 485 randomly-selected cohort participants (case-cohort). Both were developed within the REGICOR AMI Registry and population cohorts from Girona. miRNAs expression in serum was measured with custom OpenArray plates, and analyzed with fold change (age and sex-paired case-control) and survival models (case-cohort). Improvement in discrimination and reclassification by miRNAs was assessed. Twenty-one miRNAs were up- or down-regulated with ox-LDL in cell cultures. One of them, 1 (has-miR-122-5p, fold change=4.85) was upregulated in AMI cases. Of the 28 known CAD-associated miRNAs, 11 were upregulated in AMI cases, and 1 (hsa-miR-143-3p, hazard ratio=0.56 [0.38-0.82]) was associated with CAD incidence and improved reclassification.

ConclusionWe identified 2 novel miRNAs associated with ox-LDLs (hsa-miR-193b-5p and hsa-miR-1229-5p), and 1 miRNA that improved reclassification of healthy individuals (hsa-miR-143-3p).",0,225,/content/10.1101/19003749v1?versioned=TRUE,/content/10.1101/19003749v1.full.pdf,https://www.medrxiv.org/content/10.1101/19003749v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19003749v1.full.pdf,_10.1101_19003749.txt,1,data availability statement,0,data availability statement the data used in this study is available from the authors on reasonable request.  12   medrxiv preprint doi,NA
10.1101/19003822,Meat intake and cancer risk: prospective analyses in UK Biobank,"Knuppel, A.; Papier, K.; Fensom, G. K.; Appleby, P. N.; Schmidt, J. A.; Tong, T. Y. N.; Travis, R. C.; Key, T. J.; Perez-Cornago, A.",Anika Knuppel,"Cancer Epidemiology Unit, Nuffield Department of Population Health, University of Oxford",2019-08-02,1,cc_no,Epidemiology,https://www.medrxiv.org/content/early/2019/08/02/19003822.source.xml,"BackgroundRed and processed meat has been consistently associated with risk for colorectal cancer, but evidence for other cancer sites is limited and few studies have examined the association between poultry intake and cancer risk. We examined associations between total meat, red meat, processed meat and poultry intake and incidence for 20 common cancer sites.

Methods and FindingsWe analysed data from 475,023 participants (54% women) in UK Biobank. Participants were aged 37-73 years and cancer free at baseline. Information on meat consumption was based on a touchscreen questionnaire completed at baseline covering type and frequency of meat intake. Diet intake was re-measured a minimum of three times in a subsample (15%) using a web-based 24h dietary recall questionnaire. Multivariable-adjusted Cox proportional hazards models were used to determine the association between baseline meat intake and cancer incidence. Trends in risk across baseline meat intake categories were calculated by assigning a mean value to each category using estimates from the re-measured meat intakes. During a mean follow-up of 6.9 years, 28,955 participants were diagnosed with a malignant cancer. Total, red and processed meat intakes were each positively associated with risk of colorectal cancer (e.g. hazard ratio (HR) per 70 g/day higher intake of red and processed meat combined 1.31, 95%-confidence interval (CI) 1.14-1.52).

Red meat intake was positively associated with breast cancer (HR per 50 g/day higher intake 1.12, 1.01-1.24) and prostate cancer (1.15, 1.03-1.29). Poultry intake was positively associated with risk for cancers of the lymphatic and hematopoietic tissues (HR per 30g/day higher intake 1.16, 1.03-1.32). Only the associations with colorectal cancer were robust to Bonferroni correction for multiple comparisons. Study limitations include unrepresentativeness of the study sample for the UK population, low case numbers for less common cancers and the possibility of residual confounding.

ConclusionsHigher intakes of red and processed meat were associated with a higher risk of colorectal cancer. The observed positive associations of red meat consumption with breast and prostate cancer, and poultry intake with cancers of the lymphatic and hematopoietic tissues, require further investigation.",1,226,/content/10.1101/19003822v1?versioned=TRUE,/content/10.1101/19003822v1.full.pdf,https://www.medrxiv.org/content/10.1101/19003822v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19003822v1.full.pdf,_10.1101_19003822.txt,0,NA,0,NA,NA
10.1101/19003012,Improvements in the incidence and survival of cancer and cardiovascular but not infectious disease have driven recent mortality improvements in Scotland: nationwide cohort study of linked hospital admission and death records 2001-2016,"Timmers, P. R. H. J.; Kerssens, J. J.; Minton, J. W.; Grant, I.; Wilson, J. F.; Campbell, H.; Fischbacher, C. M.; Joshi, P. K.",Paul R. H. J. Timmers,"Centre for Global Health Research, Usher Institute of Population Health Sciences and Informatics, University of Edinburgh, Edinburgh, UK",2019-08-05,1,cc_by,Public And Global Health,https://www.medrxiv.org/content/early/2019/08/05/19003012.source.xml,"ObjectivesTo identify the causes and future trends underpinning improvements in life expectancy in Scotland and quantify the relative contributions of disease incidence and survival.

DesignPopulation-based study.

SettingLinked secondary care and mortality records across Scotland.

Participants1,967,130 individuals born between 1905 and 1965, and resident in Scotland throughout 2001-2016.

Main outcome measuresHospital admission rates and survival in the five years following admission for 28 diseases, stratified by sex and socioeconomic status.

ResultsThe five hospital admission diagnoses associated with the greatest burden of death subsequent to admission were """"Influenza and pneumonia"""", """"Symptoms and signs involving the circulatory and respiratory systems"""", """"Malignant neoplasm of respiratory and intrathoracic organs"""", """"Symptoms and signs involving the digestive system and abdomen"""", and """"General symptoms and signs"""". Using disease trends, we modelled a mean mortality hazard ratio of 0.737 (95% CI 0.730-0.745) across decades of birth, equivalent to a life extension of [~]3 years per decade. This improvement was 61% (30%-93%) accounted for by improvements in disease survival after hospitalisation (principally cancer) with the remainder accounted for by a fall in hospitalisation incidence (principally heart disease and cancer). In contrast, deteriorations in the incidence and survival of infectious diseases reduced mortality improvements by 9% ([~]3.3 months per decade). Overall, health-driven mortality improvements were slightly greater for men than women (due to greater falls in disease incidence), and generally similar across socioeconomic deciles. We project mortality improvements will continue over the next decade but will slow down by 21% because much of the progress in disease survival has already been achieved.

ConclusionMorbidity improvements broadly explain observed improvements in overall mortality, with progress on the prevention and treatment of heart disease and cancer making the most significant contributions. The gaps between men and womens morbidity and mortality are closing, but the gap between socioeconomic groups is not. A slowing trend in improvements in morbidity may explain the stalling in improvements of period life expectancies observed in recent studies in the UK. However, our modelled slowing of improvements could be offset if we achieve even faster improvements in the major diseases contributing to the burden of death, or if we improve prevention and survival of diseases which have deteriorated recently, such as infectious disease, in the future.

Summary boxO_ST_ABSWhat is already known on this topicC_ST_ABSO_LILong term improvements in Scottish mortality have slowed down recently, while life expectancy inequalities between socioeconomic classes are increasing.
C_LIO_LIDeaths attributed to ischaemic heart disease and stroke in Scotland have declined in the last two decades.
C_LI

What this study addsO_LIGains in life expectancy can largely be attributed to improvements in cancer survival and falls in incidence of cancer and cardiovascular disease.
C_LIO_LIThe hospitalisation rate and survival of several infectious diseases have deteriorated, and for urinary infections, this decline has been more rapid in more socioeconomically deprived classes.
C_LIO_LIImprovements in morbidity are projected to slow down, with much progress in survival of heart disease and cancer already achieved, and align with the recently observed slow-down in mortality improvements.
C_LI",0,229,/content/10.1101/19003012v1?versioned=TRUE,/content/10.1101/19003012v1.full.pdf,https://www.medrxiv.org/content/10.1101/19003012v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19003012v1.full.pdf,_10.1101_19003012.txt,0,NA,0,NA,NA
10.1101/19001214,Mental Health in UK Biobank Revised,"Davis, K. A. S.; Coleman, J. R. I.; Adams, M.; Allen, N.; Breen, G.; Cullen, B.; Dickens, C. M.; Fox, E.; Graham, N.; Holliday, J.; Howard, L. M.; John, A.; Lee, W.; Mccabe, R.; Mcintosh, A. M.; Pearsall, R.; Smith, D. J.; Sudlow, C.; Ward, J.; Zammit, S.; Hotopf, M.",Matthew Hotopf,KCL Institute of Psychiatry Psychology and Neuroscience and UK Biobank,2019-08-05,1,cc_by_nc_nd,Epidemiology,https://www.medrxiv.org/content/early/2019/08/05/19001214.source.xml,"This paper corrects and updates a paper published in BJPsych Open 2018 """"Mental Health in UK Biobank"""" (https://doi.org/10.1192/bjo.2018.12) that was voluntarily retracted following the finding of errors in the coding of the variable for alcohol use disorder. Notably, the percentage of participants reaching threshold for alcohol use disorder on the Alcohol Use Disorder Identification Tool increased from 7% to 21%.

BackgroundUK Biobank is a well-characterised cohort of over 500,000 participants that offers unique opportunities to investigate multiple diseases and risk factors. An online mental health questionnaire completed by UK Biobank participants expands the potential for research into mental disorders.

MethodsAn expert working group designed the questionnaire, using established measures where possible, and consulting with a service user group regarding acceptability. Operational criteria were agreed for defining likely disorder and risk states, including lifetime depression, mania/hypomania, generalised anxiety disorder, unusual experiences and self-harm, and current post-traumatic stress and alcohol use disorders.

Results157,366 completed online questionnaires were available by August 2017. Comparison of self-reported diagnosed mental disorder with a contemporary study shows a similar prevalence, despite respondents being of higher average socioeconomic status. Lifetime depression was the most common finding in 24% of participants (37,434), with current alcohol use disorder criteria met by 21% (32,602), while other criteria were met by less than 8% of the participants. There was extensive comorbidity among the syndromes. Mental disorders were associated with a high neuroticism score, adverse life events and long-term illness; addiction and bipolar affective disorder in particular were associated with measures of deprivation.

ConclusionsThe questionnaire represents a very large mental health survey in itself, and the results presented here show high face validity, although caution is needed due to selection bias. Built into UK Biobank, these data intersect with other health data to offer unparalleled potential for crosscutting biomedical research involving mental health.",0,230,/content/10.1101/19001214v1?versioned=TRUE,/content/10.1101/19001214v1.full.pdf,https://www.medrxiv.org/content/10.1101/19001214v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19001214v1.full.pdf,_10.1101_19001214.txt,1,"general-purpose repository, data availability statement",0,the code is freely available from mendeley data for the purpose of reproducing these analyses or developing further https://data.mendeley.com/datasets/kv677c2th4/3 (doi:10.17632/kv677c2th4.3).  6   medrxiv preprint doi: https://doi.org/10.1101/19001214; this version posted august 5 2019.;     code for replication available from mendeley data (doi:10.17632/kv677c2th4.3).  12   medrxiv preprint doi: https://doi.org/10.1101/19001214; this version posted august 5 2019.     data availability: available from uk biobank subject to standard procedures (www.ukbiobank.ac.uk). code for replication available from mendeley data,NA
10.1101/19003483,Investigating the attitudes of Canadian paramedic students towards homelessness.,"Cochrane, A.; Pithia, P.; Laird, E.; Mifflin, K.; Sonley-Long, V.; Batt, A. M.",Alan M Batt,Fanshawe College,2019-08-06,1,cc_by_nd,Public And Global Health,https://www.medrxiv.org/content/early/2019/08/06/19003483.source.xml,"IntroductionWhen paramedics are dispatched, it is expected that every patient receives the same level of care regardless of variable factors. Homelessness is a growing social issue across Canada that is particularly prevalent in urban areas. The quality of healthcare delivered to individuals experiencing homelessness may be influenced by negative attitudes held by healthcare professionals. There is an absence of literature quantifying the perspectives of paramedics towards homelessness; therefore, the focus of this study was to identify the attitudes of paramedic students towards homelessness and to continue the conversation in regards to the evolving educational needs of paramedic students.

MethodsThis study employed a longitudinal design of a convenience sample of first year paramedic students in a college program in Ontario, Canada. The  Health Professionals Attitude Towards the Homeless Inventory (HPATHI) was distributed to participants before and after placement and clinical exposure. The questionnaire includes 19 statements which participants respond to on a Likert scale. Mean scores were calculated, and statements were categorized into attitudes, interest, and confidence. Data were collected post-placement on interactions with persons experiencing homelessness.

ResultsA total of 52 first year paramedic students completed the HPATHI pre-placement and 47 completed the questionnaire post-placement. Mean scores for attitudes (pre 3.64, SD 0.49; post 3.85, SD 0.38, p=0.032), interest (pre 3.91, SD 0.40; post 3.84, SD 0.39,p=0.51) and confidence (pre 4.02, SD 0.50; post 3.71, SD 0.67, p=0.004) were largely positive, but there was a demonstrated decreasing trend in confidence with, and interest in, working with those experiencing homelessness. Participants reported an average of 60 hours of placement, during which 15 participants (32%) reported interactions with people experiencing homelessness.

ConclusionFirst year paramedic students demonstrate overall positive attitudes towards those experiencing homelessness, and the mean score for attitudes improved over the surveys. However, there were demonstrable decreases in confidence and interest over time, which may be related to the type and frequency of interactions during clinical placement. Paramedic education programs may benefit from the inclusion of focused education on homelessness, specific clinical experiences, and education related to social determinants of health.",0,231,/content/10.1101/19003483v1?versioned=TRUE,/content/10.1101/19003483v1.full.pdf,https://www.medrxiv.org/content/10.1101/19003483v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19003483v1.full.pdf,_10.1101_19003483.txt,0,NA,0,NA,NA
10.1101/19004069,Enhanced mindfulness based stress reduction (MBSR+) in episodic migraine: a randomized clinical trial with MRI outcomes,"Seminowicz, D. A.; Burrowes, S.; Kearson, A.; Zhang, J.; Krimmel, S.; Samawi, L.; Furman, A.; Keaser, M.; Gould, N.; Magyari, T.; White, L.; Goloubeva, O.; Goyal, M.; Peterlin, L.; Haythornthwaite, J.",David A Seminowicz,University of Maryland Baltimore,2019-08-06,1,cc_by_nc_nd,Pain Medicine,https://www.medrxiv.org/content/early/2019/08/06/19004069.source.xml,"We aimed to evaluate the efficacy of an enhanced mindfulness based stress reduction (MBSR+) versus stress management for headache (SMH). We performed a randomized, assessor-blind, clinical trial of 98 adults with episodic migraine recruited at a single academic center comparing MBSR+ (n=50) to SMH (n=48). MBSR+ and SMH were delivered weekly by group for 8 weeks, then bi-weekly for another 8 weeks. The primary clinical outcome was reduction in headache days from baseline to 20 weeks. MRI outcomes included activity of left dorsolateral prefrontal cortex (DLPFC) and cognitive task network during cognitive challenge, resting state connectivity of right dorsal anterior insula (daINS) to DLPFC and cognitive task network, and gray matter volume of DLPFC, daINS, and anterior midcingulate. Secondary outcomes were headache-related disability, pain severity, response to treatment, migraine days, and MRI whole-brain analyses. Reduction in headache days from baseline to 20 weeks was greater for MBSR+ (7.8 [95%CI, 6.9-8.8] to 4.6 [95%CI, 3.7-5.6]) than for SMH (7.7 [95%CI 6.7-8.7] to 6.0 [95%CI, 4.9-7.0]) (P=0.04). 52% of the MBSR+ group showed a response to treatment (50% reduction in headache days) compared with 23% in the SMH group (P=0.004). Reduction in headache-related disability was greater for MBSR+ (59.6 [95%CI, 57.9-61.3] to 54.6 [95%CI, 52.9-56.4]) than SMH (59.6 [95%CI, 57.7-61.5] to 57.5 [95%CI, 55.5-59.4]) (P=0.02). There were no differences in clinical outcomes at 52 weeks or MRI outcomes at 20 weeks, although changes related to cognitive networks with MBSR+ were observed. MBSR+ is an effective treatment option for episodic migraine.",1,232,/content/10.1101/19004069v1?versioned=TRUE,/content/10.1101/19004069v1.full.pdf,https://www.medrxiv.org/content/10.1101/19004069v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19004069v1.full.pdf,_10.1101_19004069.txt,0,NA,0,NA,NA
